epoc (ms),timestamp (+0300),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1744041128842,2025-04-07T18.52.08.842,7.310,2.774,-3.293,0.823
1744041128862,2025-04-07T18.52.08.862,7.330,1.890,-3.384,1.220
1744041128883,2025-04-07T18.52.08.883,7.351,1.341,-2.957,1.189
1744041128903,2025-04-07T18.52.08.903,7.371,2.348,-2.866,0.091
1744041128924,2025-04-07T18.52.08.924,7.392,1.829,-3.994,-0.793
1744041128943,2025-04-07T18.52.08.943,7.411,0.823,-5.244,-1.372
1744041128963,2025-04-07T18.52.08.963,7.431,-0.122,-4.268,-1.463
1744041128984,2025-04-07T18.52.08.984,7.452,-1.433,-4.268,-1.982
1744041129004,2025-04-07T18.52.09.004,7.472,-1.250,-4.665,-1.128
1744041129025,2025-04-07T18.52.09.025,7.493,-0.274,-3.841,-0.488
1744041129044,2025-04-07T18.52.09.044,7.512,-1.616,-5.518,-1.189
1744041129064,2025-04-07T18.52.09.064,7.532,-1.616,-6.311,-1.189
1744041129085,2025-04-07T18.52.09.085,7.553,-1.372,-5.488,-0.945
1744041129105,2025-04-07T18.52.09.105,7.573,-0.061,-3.902,-1.311
1744041129126,2025-04-07T18.52.09.126,7.594,0.640,-3.659,-2.805
1744041129147,2025-04-07T18.52.09.147,7.615,0.091,-2.317,-3.537
1744041129166,2025-04-07T18.52.09.166,7.634,0.671,-0.915,-4.055
1744041129186,2025-04-07T18.52.09.186,7.654,0.488,0.732,-4.878
1744041129207,2025-04-07T18.52.09.207,7.675,0.183,0.976,-6.128
1744041129227,2025-04-07T18.52.09.227,7.695,0.000,3.201,-5.335
1744041129248,2025-04-07T18.52.09.248,7.716,1.250,4.787,-3.171
1744041129268,2025-04-07T18.52.09.268,7.736,1.433,4.573,-1.707
1744041129287,2025-04-07T18.52.09.287,7.755,-0.152,2.774,-1.921
1744041129308,2025-04-07T18.52.09.308,7.776,-1.372,1.555,-2.256
1744041129328,2025-04-07T18.52.09.328,7.796,-0.915,1.433,-2.256
1744041129349,2025-04-07T18.52.09.349,7.817,-0.244,-0.122,-1.738
1744041129369,2025-04-07T18.52.09.369,7.837,-0.915,-2.195,-1.555
1744041129388,2025-04-07T18.52.09.388,7.856,-1.250,-4.085,-2.165
1744041129409,2025-04-07T18.52.09.409,7.877,-2.622,-6.372,-0.793
1744041129429,2025-04-07T18.52.09.429,7.897,-3.293,-5.152,1.220
1744041129450,2025-04-07T18.52.09.450,7.918,-3.506,-2.927,1.890
1744041129470,2025-04-07T18.52.09.470,7.938,-4.085,-2.591,2.195
1744041129491,2025-04-07T18.52.09.491,7.959,-4.482,-1.829,2.104
1744041129510,2025-04-07T18.52.09.510,7.978,-1.829,-0.549,1.372
1744041129530,2025-04-07T18.52.09.530,7.998,-0.518,0.213,0.854
1744041129551,2025-04-07T18.52.09.551,8.019,-0.030,1.098,0.518
1744041129571,2025-04-07T18.52.09.571,8.039,-0.030,1.189,-0.335
1744041129592,2025-04-07T18.52.09.592,8.060,2.012,1.524,-1.128
1744041129612,2025-04-07T18.52.09.612,8.080,1.585,2.165,-0.549
1744041129631,2025-04-07T18.52.09.631,8.099,1.402,2.591,0.061
1744041129652,2025-04-07T18.52.09.652,8.120,2.195,2.988,-0.244
1744041129672,2025-04-07T18.52.09.672,8.140,0.945,3.201,-0.549
1744041129693,2025-04-07T18.52.09.693,8.161,1.402,2.622,-0.610
1744041129713,2025-04-07T18.52.09.713,8.181,1.372,2.012,-0.396
1744041129734,2025-04-07T18.52.09.734,8.202,1.372,1.646,-0.549
1744041129753,2025-04-07T18.52.09.753,8.221,1.006,0.945,-0.915
1744041129773,2025-04-07T18.52.09.773,8.241,0.091,0.091,-0.701
1744041129794,2025-04-07T18.52.09.794,8.262,-0.122,-0.122,-0.305
1744041129814,2025-04-07T18.52.09.814,8.282,-0.366,-0.335,-0.457
1744041129835,2025-04-07T18.52.09.835,8.303,0.244,-0.366,-0.610
1744041129854,2025-04-07T18.52.09.854,8.322,0.488,-0.305,-0.152
1744041129875,2025-04-07T18.52.09.875,8.343,-0.640,-0.915,0.091
1744041129895,2025-04-07T18.52.09.895,8.363,-0.671,-0.793,-0.213
1744041129916,2025-04-07T18.52.09.916,8.384,0.030,0.335,-0.152
1744041129936,2025-04-07T18.52.09.936,8.404,0.976,1.585,0.366
1744041129957,2025-04-07T18.52.09.957,8.425,0.457,0.732,0.122
1744041129976,2025-04-07T18.52.09.976,8.444,-1.768,-0.884,-0.793
1744041129996,2025-04-07T18.52.09.996,8.464,-1.250,-1.159,-1.372
1744041130017,2025-04-07T18.52.10.017,8.485,-0.884,-0.427,-1.372
1744041130037,2025-04-07T18.52.10.037,8.505,-1.280,0.457,-0.640
1744041130058,2025-04-07T18.52.10.058,8.526,-1.372,1.189,0.335
1744041130078,2025-04-07T18.52.10.078,8.546,-1.555,0.579,0.396
1744041130097,2025-04-07T18.52.10.097,8.565,-1.128,0.183,0.274
1744041130118,2025-04-07T18.52.10.118,8.586,-0.640,0.457,0.640
1744041130138,2025-04-07T18.52.10.138,8.606,-0.732,0.030,0.945
1744041130159,2025-04-07T18.52.10.159,8.627,-0.549,-0.823,0.610
1744041130179,2025-04-07T18.52.10.179,8.647,0.427,-1.585,0.061
1744041130198,2025-04-07T18.52.10.198,8.666,0.762,-1.524,-0.213
1744041130219,2025-04-07T18.52.10.219,8.687,0.732,-0.335,0.030
1744041130239,2025-04-07T18.52.10.239,8.707,1.250,-0.366,-0.427
1744041130260,2025-04-07T18.52.10.260,8.728,0.518,-0.884,-0.152
1744041130280,2025-04-07T18.52.10.280,8.748,1.250,-1.189,0.335
1744041130301,2025-04-07T18.52.10.301,8.769,1.768,-1.646,0.366
1744041130320,2025-04-07T18.52.10.320,8.788,-0.122,-2.195,0.335
1744041130340,2025-04-07T18.52.10.340,8.808,-0.915,-1.860,0.488
1744041130361,2025-04-07T18.52.10.361,8.829,0.945,-0.945,0.488
1744041130381,2025-04-07T18.52.10.381,8.849,0.396,-1.311,0.152
1744041130402,2025-04-07T18.52.10.402,8.870,-0.701,-1.829,-0.335
1744041130422,2025-04-07T18.52.10.422,8.890,-0.610,-1.707,-0.671
1744041130441,2025-04-07T18.52.10.441,8.909,-0.366,-1.494,-0.762
1744041130462,2025-04-07T18.52.10.462,8.930,0.366,-1.372,-0.701
1744041130482,2025-04-07T18.52.10.482,8.950,-0.152,-0.823,0.061
1744041130503,2025-04-07T18.52.10.503,8.971,-0.884,-0.549,0.701
1744041130523,2025-04-07T18.52.10.523,8.991,-1.768,-1.402,0.732
1744041130544,2025-04-07T18.52.10.544,9.012,-1.098,-1.738,0.396
1744041130563,2025-04-07T18.52.10.563,9.031,-0.884,-1.250,-0.305
1744041130584,2025-04-07T18.52.10.584,9.052,-0.457,0.183,-0.427
1744041130604,2025-04-07T18.52.10.604,9.072,0.305,1.402,-0.274
1744041130625,2025-04-07T18.52.10.625,9.093,0.091,1.311,-0.945
1744041130645,2025-04-07T18.52.10.645,9.113,0.427,0.640,-1.738
1744041130664,2025-04-07T18.52.10.664,9.132,-0.091,-0.061,-1.524
1744041130685,2025-04-07T18.52.10.685,9.153,0.457,-0.762,-0.976
1744041130705,2025-04-07T18.52.10.705,9.173,0.518,-1.372,-0.305
1744041130726,2025-04-07T18.52.10.726,9.194,-0.915,-1.128,0.396
1744041130746,2025-04-07T18.52.10.746,9.214,0.366,-0.396,0.823
1744041130767,2025-04-07T18.52.10.767,9.235,0.549,0.396,1.280
1744041130786,2025-04-07T18.52.10.786,9.254,0.579,0.030,0.915
1744041130806,2025-04-07T18.52.10.806,9.274,0.305,0.213,0.396
1744041130827,2025-04-07T18.52.10.827,9.295,0.945,0.671,-0.152
1744041130847,2025-04-07T18.52.10.847,9.315,1.067,0.610,-0.244
1744041130868,2025-04-07T18.52.10.868,9.336,0.701,0.427,-0.305
1744041130887,2025-04-07T18.52.10.887,9.355,0.457,0.305,-0.305
1744041130907,2025-04-07T18.52.10.907,9.375,0.671,0.183,-0.244
1744041130928,2025-04-07T18.52.10.928,9.396,1.829,0.427,0.183
1744041130948,2025-04-07T18.52.10.948,9.416,0.305,0.732,0.579
1744041130969,2025-04-07T18.52.10.969,9.437,0.610,0.305,0.213
1744041130989,2025-04-07T18.52.10.989,9.457,-0.030,0.457,0.457
1744041131008,2025-04-07T18.52.11.008,9.476,-0.213,0.823,0.366
1744041131029,2025-04-07T18.52.11.029,9.497,-0.122,0.945,-0.244
1744041131049,2025-04-07T18.52.11.049,9.517,-0.915,0.488,-0.366
1744041131070,2025-04-07T18.52.11.070,9.538,-0.640,0.335,-0.366
1744041131090,2025-04-07T18.52.11.090,9.558,0.518,0.396,-0.183
1744041131111,2025-04-07T18.52.11.111,9.579,-0.152,0.244,0.213
1744041131130,2025-04-07T18.52.11.130,9.598,-0.427,0.366,0.488
1744041131150,2025-04-07T18.52.11.150,9.618,-0.457,0.366,0.549
1744041131171,2025-04-07T18.52.11.171,9.639,0.701,0.030,0.213
1744041131191,2025-04-07T18.52.11.191,9.659,0.244,-0.610,0.061
1744041131212,2025-04-07T18.52.11.212,9.680,0.091,-0.488,0.091
1744041131231,2025-04-07T18.52.11.231,9.699,1.402,0.854,0.305
1744041131251,2025-04-07T18.52.11.251,9.719,0.732,1.006,-0.061
1744041131272,2025-04-07T18.52.11.272,9.740,0.122,-0.366,-1.128
1744041131293,2025-04-07T18.52.11.293,9.761,0.396,-1.067,-1.555
1744041131313,2025-04-07T18.52.11.313,9.781,1.616,-0.183,-1.006
1744041131334,2025-04-07T18.52.11.334,9.802,1.463,-0.244,-0.854
1744041131353,2025-04-07T18.52.11.353,9.821,1.159,-1.220,-1.463
1744041131373,2025-04-07T18.52.11.373,9.841,1.189,-1.860,-2.012
1744041131394,2025-04-07T18.52.11.394,9.862,1.037,-1.067,-2.012
1744041131414,2025-04-07T18.52.11.414,9.882,1.494,-0.030,-1.799
1744041131435,2025-04-07T18.52.11.435,9.903,1.220,0.366,-1.707
1744041131455,2025-04-07T18.52.11.455,9.923,0.671,0.396,-1.402
1744041131474,2025-04-07T18.52.11.474,9.942,0.427,1.189,-1.159
1744041131495,2025-04-07T18.52.11.495,9.963,0.152,1.067,-0.915
1744041131515,2025-04-07T18.52.11.515,9.983,-0.122,0.213,-1.037
1744041131536,2025-04-07T18.52.11.536,10.004,1.494,0.274,-1.494
1744041131556,2025-04-07T18.52.11.556,10.024,1.646,-0.122,-1.921
1744041131575,2025-04-07T18.52.11.575,10.043,1.738,-0.396,-2.012
1744041131596,2025-04-07T18.52.11.596,10.064,1.250,-0.518,-1.890
1744041131616,2025-04-07T18.52.11.616,10.084,-0.366,-0.091,-1.616
1744041131637,2025-04-07T18.52.11.637,10.105,-0.122,1.067,-1.463
1744041131657,2025-04-07T18.52.11.657,10.125,0.457,1.402,-1.433
1744041131678,2025-04-07T18.52.11.678,10.146,0.793,1.098,-1.585
1744041131697,2025-04-07T18.52.11.697,10.165,0.976,1.067,-1.341
1744041131717,2025-04-07T18.52.11.717,10.185,-0.701,0.549,-1.128
1744041131738,2025-04-07T18.52.11.738,10.206,-0.305,-0.213,-0.884
1744041131758,2025-04-07T18.52.11.758,10.226,-0.335,0.457,0.152
1744041131779,2025-04-07T18.52.11.779,10.247,0.366,0.549,0.335
1744041131799,2025-04-07T18.52.11.799,10.267,0.732,-0.274,-0.061
1744041131818,2025-04-07T18.52.11.818,10.286,0.671,-0.335,-0.213
1744041131839,2025-04-07T18.52.11.839,10.307,0.915,-0.244,-0.427
1744041131859,2025-04-07T18.52.11.859,10.327,1.524,-0.579,-0.396
1744041131880,2025-04-07T18.52.11.880,10.348,1.128,-0.762,0.183
1744041131900,2025-04-07T18.52.11.900,10.368,-0.122,-0.335,0.823
1744041131921,2025-04-07T18.52.11.921,10.389,-0.640,0.183,1.006
1744041131940,2025-04-07T18.52.11.940,10.408,-1.037,0.549,1.250
1744041131960,2025-04-07T18.52.11.960,10.428,-1.494,1.067,0.884
1744041131981,2025-04-07T18.52.11.981,10.449,-2.043,1.555,0.183
1744041132001,2025-04-07T18.52.12.001,10.469,-1.555,1.433,-0.640
1744041132022,2025-04-07T18.52.12.022,10.490,-1.341,1.067,-1.067
1744041132041,2025-04-07T18.52.12.041,10.509,-2.561,0.579,-1.433
1744041132062,2025-04-07T18.52.12.062,10.530,-2.744,0.579,-1.311
1744041132082,2025-04-07T18.52.12.082,10.550,-2.256,-0.183,-1.067
1744041132103,2025-04-07T18.52.12.103,10.571,-0.457,-2.104,-0.854
1744041132123,2025-04-07T18.52.12.123,10.591,-1.555,-4.085,-0.396
1744041132144,2025-04-07T18.52.12.144,10.612,-0.579,-4.756,0.244
1744041132163,2025-04-07T18.52.12.163,10.631,-0.518,-4.085,1.585
1744041132183,2025-04-07T18.52.12.183,10.651,-1.159,-3.323,2.348
1744041132204,2025-04-07T18.52.12.204,10.672,0.244,-3.262,1.555
1744041132224,2025-04-07T18.52.12.224,10.692,0.183,-3.994,0.671
1744041132245,2025-04-07T18.52.12.245,10.713,-0.091,-4.451,0.274
1744041132265,2025-04-07T18.52.12.265,10.733,0.274,-4.116,0.152
1744041132284,2025-04-07T18.52.12.284,10.752,0.579,-3.384,0.030
1744041132305,2025-04-07T18.52.12.305,10.773,0.213,-3.384,-0.335
1744041132325,2025-04-07T18.52.12.325,10.793,0.427,-3.140,-0.274
1744041132346,2025-04-07T18.52.12.346,10.814,-0.488,-2.439,-0.213
1744041132366,2025-04-07T18.52.12.366,10.834,-0.518,-1.433,-0.732
1744041132387,2025-04-07T18.52.12.387,10.855,-0.610,-1.616,-1.433
1744041132406,2025-04-07T18.52.12.406,10.874,-1.067,-2.043,-1.921
1744041132426,2025-04-07T18.52.12.426,10.894,-0.976,-1.768,-1.799
1744041132447,2025-04-07T18.52.12.447,10.915,-1.189,-1.555,-1.402
1744041132467,2025-04-07T18.52.12.467,10.935,0.000,-0.335,-0.701
1744041132488,2025-04-07T18.52.12.488,10.956,1.098,-0.305,-0.976
1744041132507,2025-04-07T18.52.12.507,10.975,1.006,-2.652,-1.890
1744041132527,2025-04-07T18.52.12.527,10.995,-0.091,-3.689,-1.311
1744041132548,2025-04-07T18.52.12.548,11.016,0.640,-3.293,-0.213
1744041132568,2025-04-07T18.52.12.568,11.036,2.287,-2.774,0.213
1744041132589,2025-04-07T18.52.12.589,11.057,1.738,-2.835,0.396
1744041132609,2025-04-07T18.52.12.609,11.077,0.518,-1.311,0.427
1744041132628,2025-04-07T18.52.12.628,11.096,1.677,0.640,-0.061
1744041132649,2025-04-07T18.52.12.649,11.117,2.530,1.585,-0.488
1744041132669,2025-04-07T18.52.12.669,11.137,1.677,2.195,-0.518
1744041132690,2025-04-07T18.52.12.690,11.158,1.128,2.073,-0.122
1744041132710,2025-04-07T18.52.12.710,11.178,0.061,2.439,0.244
1744041132731,2025-04-07T18.52.12.731,11.199,2.165,2.622,-0.122
1744041132750,2025-04-07T18.52.12.750,11.218,2.470,2.012,-0.518
1744041132771,2025-04-07T18.52.12.771,11.239,0.793,0.854,-0.732
1744041132791,2025-04-07T18.52.12.791,11.259,-0.152,-0.305,-0.976
1744041132812,2025-04-07T18.52.12.812,11.280,0.823,-0.366,-0.640
1744041132832,2025-04-07T18.52.12.832,11.300,1.616,0.335,0.213
1744041132853,2025-04-07T18.52.12.853,11.321,0.976,0.366,1.006
1744041132872,2025-04-07T18.52.12.872,11.340,0.488,-0.671,0.976
1744041132892,2025-04-07T18.52.12.892,11.360,-0.457,-1.829,0.488
1744041132913,2025-04-07T18.52.12.913,11.381,0.610,-1.677,0.396
1744041132933,2025-04-07T18.52.12.933,11.401,0.305,-1.220,0.640
1744041132954,2025-04-07T18.52.12.954,11.422,0.244,-1.524,0.488
1744041132973,2025-04-07T18.52.12.973,11.441,-0.671,-1.494,0.457
1744041132993,2025-04-07T18.52.12.993,11.461,0.030,-0.823,0.213
1744041133014,2025-04-07T18.52.13.014,11.482,0.732,-0.488,0.183
1744041133034,2025-04-07T18.52.13.034,11.502,-0.091,-0.884,-0.061
1744041133055,2025-04-07T18.52.13.055,11.523,0.061,-0.884,-0.183
1744041133075,2025-04-07T18.52.13.075,11.543,0.823,0.122,0.000
1744041133094,2025-04-07T18.52.13.094,11.562,1.128,0.610,-0.091
1744041133115,2025-04-07T18.52.13.115,11.583,0.884,0.488,-0.183
1744041133135,2025-04-07T18.52.13.135,11.603,0.396,-0.701,-0.183
1744041133156,2025-04-07T18.52.13.156,11.624,0.366,-1.098,0.000
1744041133176,2025-04-07T18.52.13.176,11.644,0.854,-0.823,0.366
1744041133197,2025-04-07T18.52.13.197,11.665,-0.213,-0.793,0.701
1744041133216,2025-04-07T18.52.13.216,11.684,-0.030,-0.671,0.732
1744041133236,2025-04-07T18.52.13.236,11.704,0.427,-0.823,0.396
1744041133257,2025-04-07T18.52.13.257,11.725,0.030,-0.549,0.305
1744041133277,2025-04-07T18.52.13.277,11.745,0.427,0.366,0.335
1744041133298,2025-04-07T18.52.13.298,11.766,0.701,0.701,0.366
1744041133318,2025-04-07T18.52.13.318,11.786,1.037,0.366,0.091
1744041133337,2025-04-07T18.52.13.337,11.805,0.305,0.061,0.091
1744041133358,2025-04-07T18.52.13.358,11.826,0.518,0.793,0.274
1744041133378,2025-04-07T18.52.13.378,11.846,0.823,0.915,0.305
1744041133399,2025-04-07T18.52.13.399,11.867,1.067,0.030,-0.183
1744041133419,2025-04-07T18.52.13.419,11.887,0.061,-0.732,-0.122
1744041133439,2025-04-07T18.52.13.439,11.907,-0.884,-0.701,0.000
1744041133459,2025-04-07T18.52.13.459,11.927,-0.396,-0.091,0.274
1744041133480,2025-04-07T18.52.13.480,11.948,0.457,0.061,0.335
1744041133500,2025-04-07T18.52.13.500,11.968,0.762,-0.366,0.366
1744041133521,2025-04-07T18.52.13.521,11.989,-0.488,-1.006,0.305
1744041133541,2025-04-07T18.52.13.541,12.009,-0.793,-1.128,-0.091
1744041133560,2025-04-07T18.52.13.560,12.028,0.549,-0.732,-0.396
1744041133581,2025-04-07T18.52.13.581,12.049,0.244,-0.976,-0.396
1744041133601,2025-04-07T18.52.13.601,12.069,-0.244,-1.646,-0.488
1744041133622,2025-04-07T18.52.13.622,12.090,-0.793,-1.098,0.030
1744041133642,2025-04-07T18.52.13.642,12.110,-0.640,-0.183,0.579
1744041133663,2025-04-07T18.52.13.663,12.131,0.152,-0.213,0.549
1744041133682,2025-04-07T18.52.13.682,12.150,-0.396,-0.640,0.091
1744041133702,2025-04-07T18.52.13.702,12.170,-0.122,-0.701,-0.366
1744041133723,2025-04-07T18.52.13.723,12.191,0.640,-0.549,-0.488
1744041133743,2025-04-07T18.52.13.743,12.211,0.122,-1.128,-0.274
1744041133764,2025-04-07T18.52.13.764,12.232,-0.091,-0.732,0.183
1744041133784,2025-04-07T18.52.13.784,12.252,-0.518,0.000,0.183
1744041133803,2025-04-07T18.52.13.803,12.271,-0.274,0.488,-0.152
1744041133824,2025-04-07T18.52.13.824,12.292,0.854,0.762,-0.396
1744041133844,2025-04-07T18.52.13.844,12.312,-0.183,0.213,-0.701
1744041133865,2025-04-07T18.52.13.865,12.333,-0.427,0.366,-1.006
1744041133885,2025-04-07T18.52.13.885,12.353,0.701,1.372,-1.037
1744041133904,2025-04-07T18.52.13.904,12.372,0.549,1.677,-1.220
1744041133925,2025-04-07T18.52.13.925,12.393,0.244,2.287,-1.738
1744041133945,2025-04-07T18.52.13.945,12.413,-0.244,3.201,-2.287
1744041133966,2025-04-07T18.52.13.966,12.434,-0.793,2.439,-3.841
1744041133986,2025-04-07T18.52.13.986,12.454,-0.244,2.134,-5.183
1744041134007,2025-04-07T18.52.14.007,12.475,-1.159,2.348,-5.854
1744041134026,2025-04-07T18.52.14.026,12.494,-0.579,4.085,-5.549
1744041134046,2025-04-07T18.52.14.046,12.514,-0.183,6.189,-3.872
1744041134067,2025-04-07T18.52.14.067,12.535,-1.189,6.372,-2.317
1744041134087,2025-04-07T18.52.14.087,12.555,-1.616,6.829,-0.549
1744041134108,2025-04-07T18.52.14.108,12.576,-1.006,7.652,1.220
1744041134128,2025-04-07T18.52.14.128,12.596,-0.549,7.622,2.622
1744041134147,2025-04-07T18.52.14.147,12.615,0.183,5.305,2.470
1744041134168,2025-04-07T18.52.14.168,12.636,0.945,3.293,1.951
1744041134189,2025-04-07T18.52.14.189,12.657,1.768,1.585,1.463
1744041134209,2025-04-07T18.52.14.209,12.677,1.616,-0.030,1.250
1744041134230,2025-04-07T18.52.14.230,12.698,1.128,-1.677,0.976
1744041134250,2025-04-07T18.52.14.250,12.718,1.982,-2.378,0.762
1744041134269,2025-04-07T18.52.14.269,12.737,1.494,-2.744,1.189
1744041134290,2025-04-07T18.52.14.290,12.758,-0.854,-3.689,1.128
1744041134310,2025-04-07T18.52.14.310,12.778,0.488,-3.232,0.244
1744041134331,2025-04-07T18.52.14.331,12.799,1.890,-2.409,-0.884
1744041134351,2025-04-07T18.52.14.351,12.819,2.287,-0.884,-2.073
1744041134370,2025-04-07T18.52.14.370,12.838,4.146,-0.091,-3.811
1744041134391,2025-04-07T18.52.14.391,12.859,1.768,-1.951,-5.244
1744041134411,2025-04-07T18.52.14.411,12.879,0.457,0.884,-5.061
1744041134432,2025-04-07T18.52.14.432,12.900,3.963,8.018,-3.354
1744041134452,2025-04-07T18.52.14.452,12.920,3.018,11.524,-1.311
1744041134473,2025-04-07T18.52.14.473,12.941,0.823,10.549,-0.427
1744041134492,2025-04-07T18.52.14.492,12.960,-0.915,5.549,-1.189
1744041134512,2025-04-07T18.52.14.512,12.980,1.524,4.360,-0.457
1744041134533,2025-04-07T18.52.14.533,13.001,2.378,6.159,1.311
1744041134553,2025-04-07T18.52.14.553,13.021,3.445,6.280,0.854
1744041134574,2025-04-07T18.52.14.574,13.042,4.421,3.384,-1.189
1744041134594,2025-04-07T18.52.14.594,13.062,3.506,2.774,-1.829
1744041134613,2025-04-07T18.52.14.613,13.081,4.970,4.726,-1.829
1744041134634,2025-04-07T18.52.14.634,13.102,4.512,6.494,-1.494
1744041134654,2025-04-07T18.52.14.654,13.122,1.494,6.555,-0.976
1744041134675,2025-04-07T18.52.14.675,13.143,0.671,5.244,-0.671
1744041134695,2025-04-07T18.52.14.695,13.163,1.220,3.841,0.640
1744041134716,2025-04-07T18.52.14.716,13.184,0.579,3.140,2.012
1744041134735,2025-04-07T18.52.14.735,13.203,1.098,3.171,2.774
1744041134755,2025-04-07T18.52.14.755,13.223,-1.311,2.988,2.805
1744041134776,2025-04-07T18.52.14.776,13.244,-2.988,3.811,2.256
1744041134796,2025-04-07T18.52.14.796,13.264,-2.165,3.110,0.091
1744041134817,2025-04-07T18.52.14.817,13.285,-0.610,1.159,-3.018
1744041134836,2025-04-07T18.52.14.836,13.304,0.732,2.561,-3.933
1744041134856,2025-04-07T18.52.14.856,13.324,1.799,3.445,-4.360
1744041134877,2025-04-07T18.52.14.877,13.345,3.232,3.689,-4.177
1744041134897,2025-04-07T18.52.14.897,13.365,2.866,2.317,-3.780
1744041134918,2025-04-07T18.52.14.918,13.386,2.195,2.165,-2.774
1744041134939,2025-04-07T18.52.14.939,13.407,2.683,1.250,-1.524
1744041134958,2025-04-07T18.52.14.958,13.426,2.256,-0.732,0.366
1744041134978,2025-04-07T18.52.14.978,13.446,1.250,-2.835,1.890
1744041134999,2025-04-07T18.52.14.999,13.467,0.671,-4.390,2.500
1744041135019,2025-04-07T18.52.15.019,13.487,2.348,-3.323,3.201
1744041135040,2025-04-07T18.52.15.040,13.508,4.360,-2.165,3.476
1744041135060,2025-04-07T18.52.15.060,13.528,3.262,-2.835,2.439
1744041135079,2025-04-07T18.52.15.079,13.547,3.750,-3.841,0.274
1744041135100,2025-04-07T18.52.15.100,13.568,5.030,-3.811,-0.549
1744041135120,2025-04-07T18.52.15.120,13.588,5.915,-2.927,-0.213
1744041135141,2025-04-07T18.52.15.141,13.609,5.976,-3.537,-0.823
1744041135161,2025-04-07T18.52.15.161,13.629,5.061,-3.628,-1.524
1744041135182,2025-04-07T18.52.15.182,13.650,3.079,-2.409,-1.768
1744041135201,2025-04-07T18.52.15.201,13.669,1.311,-0.061,-1.402
1744041135221,2025-04-07T18.52.15.221,13.689,0.183,0.701,-1.799
1744041135242,2025-04-07T18.52.15.242,13.710,0.457,0.091,-2.409
1744041135262,2025-04-07T18.52.15.262,13.730,-0.396,0.213,-3.171
1744041135283,2025-04-07T18.52.15.283,13.751,-1.860,0.915,-2.774
1744041135302,2025-04-07T18.52.15.302,13.770,0.122,2.073,-1.890
1744041135322,2025-04-07T18.52.15.322,13.790,0.183,2.530,-0.457
1744041135343,2025-04-07T18.52.15.343,13.811,-0.854,1.433,0.183
1744041135363,2025-04-07T18.52.15.363,13.831,-0.640,-0.122,0.061
1744041135384,2025-04-07T18.52.15.384,13.852,0.122,-0.701,0.518
1744041135404,2025-04-07T18.52.15.404,13.872,1.524,-0.030,1.067
1744041135423,2025-04-07T18.52.15.423,13.891,1.372,-0.244,0.793
1744041135444,2025-04-07T18.52.15.444,13.912,1.951,-1.341,0.061
1744041135464,2025-04-07T18.52.15.464,13.932,1.860,-1.524,0.610
1744041135485,2025-04-07T18.52.15.485,13.953,0.579,-1.128,1.707
1744041135505,2025-04-07T18.52.15.505,13.973,-0.915,-1.951,2.165
1744041135526,2025-04-07T18.52.15.526,13.994,-1.799,-2.896,2.226
1744041135545,2025-04-07T18.52.15.545,14.013,-1.463,-3.262,2.500
1744041135565,2025-04-07T18.52.15.565,14.033,-1.585,-4.024,2.713
1744041135586,2025-04-07T18.52.15.586,14.054,-2.409,-4.207,3.232
1744041135606,2025-04-07T18.52.15.606,14.074,-0.793,-3.232,3.384
1744041135627,2025-04-07T18.52.15.627,14.095,8.811,-3.079,1.707
1744041135647,2025-04-07T18.52.15.647,14.115,4.207,-3.963,4.024
1744041135667,2025-04-07T18.52.15.667,14.135,-3.750,-5.244,6.921
1744041135687,2025-04-07T18.52.15.687,14.155,0.183,-6.799,5.976
1744041135708,2025-04-07T18.52.15.708,14.176,-6.402,-7.104,5.610
1744041135728,2025-04-07T18.52.15.728,14.196,-11.006,-6.037,4.451
1744041135749,2025-04-07T18.52.15.749,14.217,-8.780,-5.945,1.677
1744041135768,2025-04-07T18.52.15.768,14.236,-11.341,-7.195,0.579
